f(THz),Y
1.23867, 0.703819
1.24333, 0.706417
1.248, 0.706611
1.25267, 0.706418
1.25733, 0.706645
1.262, 0.704285
1.26667, 0.7036
1.27133, 0.701176
1.276, 0.698445
1.28067, 0.697131
1.28533, 0.693827
1.29, 0.693125
1.29467, 0.692383
1.29933, 0.692206
1.304, 0.695125
1.30867, 0.697064
1.31333, 0.701768
1.318, 0.706992
1.32267, 0.711583
1.32733, 0.718589
1.332, 0.723464
1.33667, 0.729153
1.34133, 0.734986
1.346, 0.738214
1.35067, 0.743193
1.35533, 0.745596
1.36, 0.747121
1.36467, 0.749497
1.36933, 0.747897
1.374, 0.747946
1.37867, 0.745864
1.38333, 0.74148
1.388, 0.739374
1.39267, 0.732345
1.39733, 0.727201
1.402, 0.721021
1.40667, 0.711236
1.41133, 0.705567
1.416, 0.694466
1.42067, 0.685431
1.42533, 0.676897
1.43, 0.66353
1.43467, 0.655999
1.43933, 0.642933
1.444, 0.631639
1.44867, 0.622574
1.45333, 0.607432
1.458, 0.599292
1.46267, 0.58594
1.46733, 0.5733
1.472, 0.564699
1.47667, 0.546842
1.48133, 0.535786
1.486, 0.524427
1.49067, 0.511539
1.49533, 0.503326
1.5, 0.488239
