f(THz),Y
0.846667, 0.00643796
0.851333, 0.00648585
0.856, 0.00659635
0.860667, 0.00667618
0.865333, 0.00677391
0.87, 0.00690839
0.874667, 0.00700601
0.879333, 0.00715345
0.884, 0.00729755
0.888667, 0.00742827
0.893333, 0.00757148
0.898, 0.00772984
0.902667, 0.00800817
0.907333, 0.00826569
0.912, 0.00849051
0.916667, 0.00880282
0.921333, 0.00907436
0.926, 0.0093866
0.930667, 0.00974927
0.935333, 0.0100778
0.94, 0.0104944
0.944667, 0.0109094
0.949333, 0.011344
0.954, 0.0118671
0.958667, 0.0123658
0.963333, 0.0129509
0.968, 0.013584
0.972667, 0.0142266
0.977333, 0.0149951
0.982, 0.0157753
0.986667, 0.0166427
0.991333, 0.0176268
0.996, 0.0186361
1.00067, 0.0198159
1.00533, 0.0210823
1.01, 0.0224545
1.01467, 0.0240445
1.01933, 0.0257259
1.024, 0.0276491
1.02867, 0.0298094
1.03333, 0.032158
1.038, 0.034898
1.04267, 0.0379181
1.04733, 0.0413481
1.052, 0.0453234
1.05667, 0.049748
1.06133, 0.0549358
1.066, 0.0608886
1.07067, 0.0677201
1.07533, 0.0758319
1.08, 0.0851898
1.08467, 0.0962903
1.08933, 0.109512
1.094, 0.125082
1.09867, 0.143934
1.10333, 0.166459
1.108, 0.193533
1.11267, 0.226333
1.11733, 0.265297
1.122, 0.311561
1.12667, 0.365046
1.13133, 0.42418
1.136, 0.486027
1.14067, 0.543746
1.14533, 0.58885
1.15, 0.613205
1.15467, 0.611737
1.15933, 0.586273
1.164, 0.54351
1.16867, 0.491458
1.17333, 0.43755
1.178, 0.386351
1.18267, 0.340232
1.18733, 0.300027
1.192, 0.264474
1.19667, 0.234057
1.20133, 0.209079
1.206, 0.187484
1.21067, 0.169184
1.21533, 0.153783
1.22, 0.140212
1.22467, 0.128844
1.22933, 0.118888
1.234, 0.110118
1.23867, 0.102742
1.24333, 0.0959935
1.248, 0.0902195
1.25267, 0.0851751
1.25733, 0.0804986
1.262, 0.0766099
1.26667, 0.072976
1.27133, 0.0697412
1.276, 0.0670146
1.28067, 0.0643401
1.28533, 0.0621314
1.29, 0.0601141
1.29467, 0.0581824
1.29933, 0.0566669
1.304, 0.0551203
1.30867, 0.0538036
1.31333, 0.0527294
1.318, 0.0515715
1.32267, 0.0507468
1.32733, 0.0499398
1.332, 0.0491529
1.33667, 0.0486749
1.34133, 0.0480538
1.346, 0.0476369
1.35067, 0.0473643
1.35533, 0.0469421
1.36, 0.0468585
1.36467, 0.046681
1.36933, 0.046527
1.374, 0.0466762
1.37867, 0.0465725
1.38333, 0.0467534
1.388, 0.0469945
1.39267, 0.0470528
1.39733, 0.0475434
1.402, 0.0477855
1.40667, 0.0481557
1.41133, 0.0488161
1.416, 0.049114
1.42067, 0.0498802
1.42533, 0.0505502
1.43, 0.0510976
1.43467, 0.0521759
1.43933, 0.0528259
1.444, 0.0538235
1.44867, 0.055044
1.45333, 0.0558654
1.458, 0.0573887
1.46267, 0.0586851
1.46733, 0.0599741
1.472, 0.0621377
1.47667, 0.0639095
1.48133, 0.0652811
1.486, 0.0664276
1.49067, 0.0679655
1.49533, 0.070223
1.5, 0.0719889
